"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 18:54:28 GMT 2021","Fri Aug 13 18:54:37 GMT 2021","9384","test","test_conduit_krf","TestConduit","","","test_save_data_to_file",""
"passed","Fri Aug 13 18:52:52 GMT 2021","Fri Aug 13 18:52:57 GMT 2021","5334","test","test_conduit_krf","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 18:54:12 GMT 2021","Fri Aug 13 18:54:27 GMT 2021","14853","test","test_conduit_krf","TestConduit","","","test_delete_data",""
"passed","Fri Aug 13 18:53:23 GMT 2021","Fri Aug 13 18:53:56 GMT 2021","33184","test","test_conduit_krf","TestConduit","","","test_import_data_from_file",""
"passed","Fri Aug 13 18:53:05 GMT 2021","Fri Aug 13 18:53:21 GMT 2021","15640","test","test_conduit_krf","TestConduit","","","test_add_new_data",""
"passed","Fri Aug 13 18:52:31 GMT 2021","Fri Aug 13 18:52:39 GMT 2021","8555","test","test_conduit_krf","TestConduit","","","test_registration",""
"passed","Fri Aug 13 18:52:24 GMT 2021","Fri Aug 13 18:52:28 GMT 2021","4069","test","test_conduit_krf","TestConduit","","","test_cookies",""
"passed","Fri Aug 13 18:52:20 GMT 2021","Fri Aug 13 18:52:23 GMT 2021","2083","test","test_conduit_krf","TestConduit","","","test_homepage",""
"passed","Fri Aug 13 18:54:40 GMT 2021","Fri Aug 13 18:54:47 GMT 2021","7376","test","test_conduit_krf","TestConduit","","","test_logout",""
"passed","Fri Aug 13 18:52:41 GMT 2021","Fri Aug 13 18:52:49 GMT 2021","8308","test","test_conduit_krf","TestConduit","","","test_login",""
"passed","Fri Aug 13 18:52:59 GMT 2021","Fri Aug 13 18:53:04 GMT 2021","5275","test","test_conduit_krf","TestConduit","","","test_scrolling",""
"broken","Fri Aug 13 18:53:57 GMT 2021","Fri Aug 13 18:54:10 GMT 2021","12757","test","test_conduit_krf","TestConduit","","","test_modify_data",""
