"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 17:52:02 GMT 2021","Fri Aug 13 17:52:12 GMT 2021","9354","test","test_conduit_krf","TestConduit","","","test_save_data_to_file",""
"passed","Fri Aug 13 17:49:52 GMT 2021","Fri Aug 13 17:50:02 GMT 2021","9281","test","test_conduit_krf","TestConduit","","","test_registration",""
"passed","Fri Aug 13 17:49:46 GMT 2021","Fri Aug 13 17:49:50 GMT 2021","4101","test","test_conduit_krf","TestConduit","","","test_cookies",""
"passed","Fri Aug 13 17:52:14 GMT 2021","Fri Aug 13 17:52:22 GMT 2021","7376","test","test_conduit_krf","TestConduit","","","test_logout",""
"passed","Fri Aug 13 17:49:42 GMT 2021","Fri Aug 13 17:49:44 GMT 2021","2131","test","test_conduit_krf","TestConduit","","","test_homepage",""
"passed","Fri Aug 13 17:50:15 GMT 2021","Fri Aug 13 17:50:20 GMT 2021","5320","test","test_conduit_krf","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 17:50:04 GMT 2021","Fri Aug 13 17:50:12 GMT 2021","8295","test","test_conduit_krf","TestConduit","","","test_login",""
"passed","Fri Aug 13 17:50:47 GMT 2021","Fri Aug 13 17:51:20 GMT 2021","33120","test","test_conduit_krf","TestConduit","","","test_import_data_from_file",""
"passed","Fri Aug 13 17:50:29 GMT 2021","Fri Aug 13 17:50:44 GMT 2021","15879","test","test_conduit_krf","TestConduit","","","test_add_new_data",""
"passed","Fri Aug 13 17:50:22 GMT 2021","Fri Aug 13 17:50:27 GMT 2021","5258","test","test_conduit_krf","TestConduit","","","test_scrolling",""
"passed","Fri Aug 13 17:51:46 GMT 2021","Fri Aug 13 17:52:01 GMT 2021","14847","test","test_conduit_krf","TestConduit","","","test_delete_data",""
"passed","Fri Aug 13 17:51:22 GMT 2021","Fri Aug 13 17:51:45 GMT 2021","22995","test","test_conduit_krf","TestConduit","","","test_modify_data",""
