"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 19:05:05 GMT 2021","Fri Aug 13 19:05:14 GMT 2021","9047","test","test_conduit_krf","TestConduit","","","test_registration",""
"passed","Fri Aug 13 19:05:42 GMT 2021","Fri Aug 13 19:05:58 GMT 2021","15776","test","test_conduit_krf","TestConduit","","","test_add_new_data",""
"passed","Fri Aug 13 19:05:27 GMT 2021","Fri Aug 13 19:05:33 GMT 2021","5414","test","test_conduit_krf","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 19:05:16 GMT 2021","Fri Aug 13 19:05:25 GMT 2021","8389","test","test_conduit_krf","TestConduit","","","test_login",""
"passed","Fri Aug 13 19:06:01 GMT 2021","Fri Aug 13 19:06:34 GMT 2021","33459","test","test_conduit_krf","TestConduit","","","test_import_data_from_file",""
"passed","Fri Aug 13 19:05:35 GMT 2021","Fri Aug 13 19:05:41 GMT 2021","5337","test","test_conduit_krf","TestConduit","","","test_scrolling",""
"passed","Fri Aug 13 19:07:02 GMT 2021","Fri Aug 13 19:07:17 GMT 2021","15082","test","test_conduit_krf","TestConduit","","","test_delete_data",""
"passed","Fri Aug 13 19:07:29 GMT 2021","Fri Aug 13 19:07:37 GMT 2021","7467","test","test_conduit_krf","TestConduit","","","test_logout",""
"passed","Fri Aug 13 19:04:59 GMT 2021","Fri Aug 13 19:05:03 GMT 2021","4073","test","test_conduit_krf","TestConduit","","","test_cookies",""
"passed","Fri Aug 13 19:04:54 GMT 2021","Fri Aug 13 19:04:56 GMT 2021","2055","test","test_conduit_krf","TestConduit","","","test_homepage",""
"passed","Fri Aug 13 19:06:37 GMT 2021","Fri Aug 13 19:07:00 GMT 2021","23291","test","test_conduit_krf","TestConduit","","","test_modify_data",""
"passed","Fri Aug 13 19:07:18 GMT 2021","Fri Aug 13 19:07:28 GMT 2021","9475","test","test_conduit_krf","TestConduit","","","test_save_data_to_file",""
