"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 23:59:15 GMT 2021","Thu Aug 12 23:59:23 GMT 2021","8285","test","test_conduit_krf","TestConduit","","","test_login",""
"broken","Thu Aug 12 23:59:58 GMT 2021","Fri Aug 13 00:00:03 GMT 2021","5245","test","test_conduit_krf","TestConduit","","","test_import_data_from_file",""
"passed","Thu Aug 12 23:58:56 GMT 2021","Thu Aug 12 23:58:58 GMT 2021","2135","test","test_conduit_krf","TestConduit","","","test_homepage",""
"passed","Thu Aug 12 23:59:05 GMT 2021","Thu Aug 12 23:59:14 GMT 2021","8491","test","test_conduit_krf","TestConduit","","","test_registration",""
"passed","Thu Aug 12 23:58:59 GMT 2021","Thu Aug 12 23:59:04 GMT 2021","4080","test","test_conduit_krf","TestConduit","","","test_cookies",""
"passed","Thu Aug 12 23:59:41 GMT 2021","Thu Aug 12 23:59:56 GMT 2021","15766","test","test_conduit_krf","TestConduit","","","test_add_new_article",""
"passed","Thu Aug 12 23:59:26 GMT 2021","Thu Aug 12 23:59:31 GMT 2021","5304","test","test_conduit_krf","TestConduit","","","test_data_list",""
"passed","Thu Aug 12 23:59:33 GMT 2021","Thu Aug 12 23:59:38 GMT 2021","5262","test","test_conduit_krf","TestConduit","","","test_scrolling",""
