"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 19:16:33 GMT 2021","Fri Aug 13 19:17:06 GMT 2021","33412","test","test_conduit_krf","TestConduit","","","test_import_data_from_file",""
"passed","Fri Aug 13 19:17:34 GMT 2021","Fri Aug 13 19:17:49 GMT 2021","15038","test","test_conduit_krf","TestConduit","","","test_delete_data",""
"passed","Fri Aug 13 19:15:28 GMT 2021","Fri Aug 13 19:15:30 GMT 2021","2075","test","test_conduit_krf","TestConduit","","","test_homepage",""
"passed","Fri Aug 13 19:18:02 GMT 2021","Fri Aug 13 19:18:10 GMT 2021","7432","test","test_conduit_krf","TestConduit","","","test_logout",""
"passed","Fri Aug 13 19:15:38 GMT 2021","Fri Aug 13 19:15:47 GMT 2021","9077","test","test_conduit_krf","TestConduit","","","test_registration",""
"passed","Fri Aug 13 19:15:31 GMT 2021","Fri Aug 13 19:15:35 GMT 2021","4078","test","test_conduit_krf","TestConduit","","","test_cookies",""
"passed","Fri Aug 13 19:16:06 GMT 2021","Fri Aug 13 19:16:12 GMT 2021","5350","test","test_conduit_krf","TestConduit","","","test_scrolling",""
"passed","Fri Aug 13 19:17:09 GMT 2021","Fri Aug 13 19:17:32 GMT 2021","23274","test","test_conduit_krf","TestConduit","","","test_modify_data",""
"passed","Fri Aug 13 19:15:49 GMT 2021","Fri Aug 13 19:15:57 GMT 2021","8374","test","test_conduit_krf","TestConduit","","","test_login",""
"passed","Fri Aug 13 19:17:51 GMT 2021","Fri Aug 13 19:18:01 GMT 2021","9445","test","test_conduit_krf","TestConduit","","","test_save_data_to_file",""
"passed","Fri Aug 13 19:16:14 GMT 2021","Fri Aug 13 19:16:30 GMT 2021","15756","test","test_conduit_krf","TestConduit","","","test_add_new_data",""
"passed","Fri Aug 13 19:15:59 GMT 2021","Fri Aug 13 19:16:05 GMT 2021","5402","test","test_conduit_krf","TestConduit","","","test_data_list",""
